,PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,passenger_group,passenger_num,deck,num,side,First Name,Last Name,total_passenger,total_expense,with_family
6466,6825_01,Mars,True,F/1306/S,,30.0,False,0.0,0.0,0.0,0.0,0.0,Peefox Kinad,True,6825,1,F,1306,S,Peefox,Kinad,2,0.0,0
6467,6825_02,Mars,False,F/1306/S,TRAPPIST-1e,24.0,False,3481.0,0.0,1236.0,2.0,256.0,,False,6825,2,F,1306,S,,,2,4975.0,0
6469,6827_01,Europa,False,A/84/S,55 Cancri e,73.0,False,181.0,1.0,840.0,2618.0,1949.0,Dirk Listive,False,6827,1,A,84,S,Dirk,Listive,4,5589.0,1
6470,6827_02,Europa,True,A/84/S,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,Coxaton Listive,True,6827,2,A,84,S,Coxaton,Listive,4,0.0,1
6471,6827_03,Europa,True,A/84/S,TRAPPIST-1e,50.0,False,0.0,0.0,0.0,0.0,0.0,Zinoces Listive,True,6827,3,A,84,S,Zinoces,Listive,4,0.0,1
6472,6827_04,Europa,,A/84/S,TRAPPIST-1e,12.0,False,0.0,0.0,0.0,0.0,0.0,Alramak Listive,True,6827,4,A,84,S,Alramak,Listive,4,0.0,1
6473,6829_01,Earth,True,G/1109/P,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Ine Hubbarrison,True,6829,1,G,1109,P,Ine,Hubbarrison,3,0.0,1
6474,6829_02,Earth,False,G/1109/P,TRAPPIST-1e,49.0,False,355.0,449.0,8.0,0.0,0.0,Arllia Hubbarrison,False,6829,2,G,1109,P,Arllia,Hubbarrison,3,812.0,1
6475,6829_03,Earth,True,G/1109/P,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,Enryn Hubbarrison,False,6829,3,G,1109,P,Enryn,Hubbarrison,3,0.0,1
6484,6843_01,Europa,True,B/260/S,TRAPPIST-1e,21.0,False,0.0,,0.0,0.0,0.0,Acceleb Rimplighty,True,6843,1,B,260,S,Acceleb,Rimplighty,2,0.0,1
6485,6843_02,Europa,True,B/260/S,55 Cancri e,30.0,False,0.0,0.0,0.0,0.0,0.0,Saxinon Rimplighty,True,6843,2,B,260,S,Saxinon,Rimplighty,2,0.0,1
6488,6850_01,Earth,False,F/1424/P,TRAPPIST-1e,22.0,,735.0,138.0,,0.0,0.0,Adamy Wolferton,False,6850,1,F,1424,P,Adamy,Wolferton,3,873.0,1
6489,6850_02,Earth,True,G/1113/P,PSO J318.5-22,25.0,False,0.0,0.0,0.0,0.0,0.0,Weslie Wolferton,False,6850,2,G,1113,P,Weslie,Wolferton,3,0.0,1
6490,6850_03,Earth,False,E/436/P,TRAPPIST-1e,52.0,False,2.0,46.0,800.0,0.0,773.0,Brancy Wolferton,False,6850,3,E,436,P,Brancy,Wolferton,3,1621.0,1
6495,6858_01,Europa,True,B/229/P,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Asteron Spandisket,True,6858,1,B,229,P,Asteron,Spandisket,4,0.0,1
6496,6858_02,Europa,True,B/229/P,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,Kabiak Spandisket,True,6858,2,B,229,P,Kabiak,Spandisket,4,0.0,1
6497,6858_03,Europa,False,B/229/P,55 Cancri e,39.0,False,0.0,60.0,0.0,310.0,4674.0,Zinopus Spandisket,False,6858,3,B,229,P,Zinopus,Spandisket,4,5044.0,1
6498,6858_04,Europa,False,B/229/P,,8.0,False,0.0,0.0,0.0,0.0,0.0,Taura Spandisket,True,6858,4,B,229,P,Taura,Spandisket,4,0.0,1
6501,6862_01,Earth,True,G/1115/S,TRAPPIST-1e,48.0,False,0.0,0.0,0.0,0.0,0.0,Diandi Mcfaddennon,True,6862,1,G,1115,S,Diandi,Mcfaddennon,2,0.0,1
6502,6862_02,Earth,False,G/1115/S,TRAPPIST-1e,9.0,False,0.0,0.0,0.0,0.0,0.0,Dianie Mcfaddennon,False,6862,2,G,1115,S,Dianie,Mcfaddennon,2,0.0,1
6504,6864_01,Europa,True,A/71/P,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,Aske Scoudelle,True,6864,1,A,71,P,Aske,Scoudelle,2,0.0,1
6505,6864_02,Europa,True,A/71/P,55 Cancri e,25.0,,0.0,0.0,0.0,0.0,0.0,Phamark Scoudelle,True,6864,2,A,71,P,Phamark,Scoudelle,2,0.0,1
6506,6865_01,Europa,False,D/208/S,TRAPPIST-1e,27.0,,69.0,2878.0,0.0,4232.0,3798.0,Thabih Peducting,False,6865,1,D,208,S,Thabih,Peducting,2,10977.0,1
6507,6865_02,Europa,True,D/208/S,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,Errim Peducting,True,6865,2,D,208,S,Errim,Peducting,2,0.0,1
6508,6866_01,Europa,False,C/253/S,55 Cancri e,20.0,False,0.0,17958.0,99.0,14.0,57.0,Gork Hetforhaft,True,6866,1,C,253,S,Gork,Hetforhaft,2,18128.0,1
6509,6866_02,Europa,False,C/253/S,55 Cancri e,40.0,False,6103.0,7570.0,860.0,13117.0,192.0,Dscha Hetforhaft,False,6866,2,C,253,S,Dscha,Hetforhaft,2,27842.0,1
6515,6880_01,Mars,False,F/1315/S,TRAPPIST-1e,48.0,True,2191.0,0.0,172.0,1.0,0.0,Dunch Mepie,False,6880,1,F,1315,S,Dunch,Mepie,2,2364.0,1
6516,6880_02,Mars,True,E/457/S,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,Gacke Mepie,False,6880,2,E,457,S,Gacke,Mepie,2,0.0,1
6517,6882_01,Mars,True,F/1430/P,55 Cancri e,32.0,False,0.0,0.0,0.0,0.0,0.0,Rail Dake,True,6882,1,F,1430,P,Rail,Dake,2,0.0,1
6518,6882_02,Mars,False,E/438/P,TRAPPIST-1e,53.0,False,0.0,0.0,0.0,0.0,0.0,Giamon Dake,False,6882,2,E,438,P,Giamon,Dake,2,0.0,1
6526,6894_01,Mars,True,F/1319/S,TRAPPIST-1e,37.0,False,0.0,0.0,0.0,0.0,0.0,,True,6894,1,F,1319,S,,,3,0.0,0
6527,6894_02,Mars,False,F/1319/S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Otlios Hacle,True,6894,2,F,1319,S,Otlios,Hacle,3,0.0,1
6528,6894_03,Mars,False,F/1319/S,TRAPPIST-1e,12.0,,0.0,0.0,0.0,0.0,0.0,Risps Hacle,True,6894,3,F,1319,S,Risps,Hacle,3,0.0,1
6530,6896_01,Mars,False,E/459/S,TRAPPIST-1e,,False,473.0,0.0,575.0,0.0,0.0,Stote Khake,False,6896,1,E,459,S,Stote,Khake,3,1048.0,1
6531,6896_02,Mars,False,F/1320/S,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,Goats Khake,True,6896,2,F,1320,S,Goats,Khake,3,0.0,1
6532,6896_03,Mars,False,F/1320/S,TRAPPIST-1e,9.0,False,0.0,0.0,0.0,0.0,0.0,Dies Khake,True,6896,3,F,1320,S,Dies,Khake,3,0.0,1
6534,6899_01,Europa,False,A/73/P,TRAPPIST-1e,59.0,False,0.0,0.0,0.0,0.0,0.0,Anyonon Coweboded,True,6899,1,A,73,P,Anyonon,Coweboded,2,0.0,1
6535,6899_02,Europa,,A/73/P,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Ruchban Coweboded,False,6899,2,A,73,P,Ruchban,Coweboded,2,0.0,1
6540,6905_01,Earth,False,F/1322/S,TRAPPIST-1e,39.0,False,130.0,741.0,0.0,0.0,0.0,Vana Acobson,False,6905,1,F,1322,S,Vana,Acobson,3,871.0,1
6541,6905_02,Earth,False,E/460/S,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,938.0,44.0,Lilasa Acobson,False,6905,2,E,460,S,Lilasa,Acobson,3,982.0,1
6542,6905_03,Earth,False,F/1322/S,55 Cancri e,16.0,False,43.0,3.0,750.0,0.0,0.0,Gaylah Acobson,True,6905,3,F,1322,S,Gaylah,Acobson,3,796.0,1
6543,6906_01,Mars,False,F/1432/P,TRAPPIST-1e,35.0,False,1719.0,4389.0,1015.0,0.0,14.0,Elix Pelte,True,6906,1,F,1432,P,Elix,Pelte,3,7137.0,1
6544,6906_02,Mars,False,E/440/P,55 Cancri e,43.0,False,528.0,13.0,1583.0,11.0,0.0,Apies Bun,False,6906,2,E,440,P,Apies,Bun,3,2135.0,0
6545,6906_03,Mars,True,F/1432/P,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,Sesh Pelte,True,6906,3,F,1432,P,Sesh,Pelte,3,0.0,1
6551,6913_01,Mars,True,F/1324/S,TRAPPIST-1e,49.0,False,0.0,0.0,0.0,0.0,0.0,Slus Hacle,True,6913,1,F,1324,S,Slus,Hacle,2,0.0,1
6552,6913_02,Mars,False,E/461/S,,18.0,False,1988.0,0.0,95.0,0.0,0.0,Cakers Hacle,False,6913,2,E,461,S,Cakers,Hacle,2,2083.0,1
6557,6921_01,Europa,False,C/255/S,TRAPPIST-1e,22.0,False,0.0,1914.0,2090.0,100.0,0.0,Sadrix Stersetery,True,6921,1,C,255,S,Sadrix,Stersetery,6,4104.0,1
6558,6921_02,Europa,True,C/255/S,55 Cancri e,24.0,False,0.0,0.0,0.0,,0.0,Eleron Fordulgaug,True,6921,2,C,255,S,Eleron,Fordulgaug,6,0.0,1
6559,6921_03,Europa,False,C/255/S,TRAPPIST-1e,23.0,False,69.0,6101.0,0.0,0.0,214.0,Grum Stersetery,True,6921,3,C,255,S,Grum,Stersetery,6,6384.0,1
6560,6921_04,Europa,False,C/255/S,TRAPPIST-1e,28.0,True,0.0,14076.0,0.0,928.0,372.0,Dsch Stersetery,True,6921,4,C,255,S,Dsch,Stersetery,6,15376.0,1
6561,6921_05,Europa,True,C/255/S,55 Cancri e,19.0,False,0.0,0.0,0.0,0.0,0.0,Arrain Fordulgaug,True,6921,5,C,255,S,Arrain,Fordulgaug,6,0.0,1
6562,6921_06,Europa,False,C/255/S,TRAPPIST-1e,32.0,False,0.0,89.0,0.0,8330.0,1.0,Azhah Stersetery,False,6921,6,C,255,S,Azhah,Stersetery,6,8420.0,1
6566,6928_01,Earth,False,E/463/S,TRAPPIST-1e,25.0,False,439.0,0.0,0.0,557.0,0.0,Dont Bookerson,False,6928,1,E,463,S,Dont,Bookerson,2,996.0,1
6567,6928_02,Earth,False,G/1128/S,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,Jodye Bookerson,False,6928,2,G,1128,S,Jodye,Bookerson,2,0.0,1
6568,6929_01,Earth,False,G/1122/P,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,Nelly Llovers,True,6929,1,G,1122,P,Nelly,Llovers,3,0.0,1
6569,6929_02,Earth,True,G/1122/P,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,Natha Llovers,True,6929,2,G,1122,P,Natha,Llovers,3,0.0,1
6570,6929_03,Earth,False,E/441/P,TRAPPIST-1e,15.0,False,9.0,776.0,4.0,0.0,2.0,Tricki Llovers,True,6929,3,E,441,P,Tricki,Llovers,3,791.0,1
6574,6934_01,Mars,False,F/1436/P,TRAPPIST-1e,47.0,False,160.0,0.0,1232.0,36.0,0.0,Cats Nutty,True,6934,1,F,1436,P,Cats,Nutty,2,1428.0,1
6575,6934_02,Mars,False,E/443/P,55 Cancri e,16.0,False,1228.0,0.0,450.0,446.0,,Bleark Nutty,False,6934,2,E,443,P,Bleark,Nutty,2,2124.0,1
6583,6947_01,Europa,True,B/264/S,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,Becruxa Coudered,True,6947,1,B,264,S,Becruxa,Coudered,2,0.0,0
6584,6947_02,Europa,False,B/264/S,TRAPPIST-1e,49.0,False,0.0,1757.0,0.0,797.0,567.0,Cellum Obnoble,True,6947,2,B,264,S,Cellum,Obnoble,2,3121.0,0
6586,6950_01,Europa,True,B/265/S,55 Cancri e,19.0,False,0.0,0.0,0.0,0.0,0.0,Alurops Pringry,True,6950,1,B,265,S,Alurops,Pringry,2,0.0,1
6587,6950_02,Europa,True,B/265/S,55 Cancri e,15.0,False,0.0,0.0,0.0,0.0,0.0,Medib Pringry,True,6950,2,B,265,S,Medib,Pringry,2,0.0,1
6588,6951_01,Europa,False,D/219/P,TRAPPIST-1e,37.0,False,26.0,2898.0,9.0,0.0,40.0,Vegas Lendly,True,6951,1,D,219,P,Vegas,Lendly,2,2973.0,0
6589,6951_02,Europa,True,D/219/P,TRAPPIST-1e,,False,0.0,0.0,0.0,0.0,0.0,Mares Beling,True,6951,2,D,219,P,Mares,Beling,2,0.0,0
6590,6954_01,Mars,False,E/445/P,TRAPPIST-1e,28.0,,1998.0,0.0,13.0,87.0,0.0,Blug Flie,False,6954,1,E,445,P,Blug,Flie,2,2098.0,1
6591,6954_02,,False,E/445/P,TRAPPIST-1e,22.0,False,969.0,47.0,23.0,134.0,0.0,Weet Flie,False,6954,2,E,445,P,Weet,Flie,2,1173.0,1
6599,6968_01,Earth,False,F/1447/P,TRAPPIST-1e,13.0,False,0.0,114.0,682.0,0.0,7.0,Dandra Yanton,False,6968,1,F,1447,P,Dandra,Yanton,2,803.0,1
6600,6968_02,Earth,False,F/1447/P,PSO J318.5-22,20.0,False,0.0,,0.0,0.0,1318.0,Randa Yanton,False,6968,2,F,1447,P,Randa,Yanton,2,1318.0,1
6601,6970_01,Mars,False,,TRAPPIST-1e,65.0,,3358.0,1.0,12.0,0.0,0.0,Ret Gin,False,6970,1,,,,Ret,Gin,2,3371.0,0
6602,6970_02,Mars,False,E/465/S,,29.0,False,456.0,230.0,363.0,0.0,0.0,Coakey Pread,False,6970,2,E,465,S,Coakey,Pread,2,1049.0,0
6603,6971_01,Europa,False,C/225/P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,,Alcoran Distured,True,6971,1,C,225,P,Alcoran,Distured,6,0.0,1
6604,6971_02,Europa,False,C/225/P,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,Chard Distured,True,6971,2,C,225,P,Chard,Distured,6,0.0,1
6605,6971_03,Europa,True,C/225/P,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Alkaida Distured,True,6971,3,C,225,P,Alkaida,Distured,6,0.0,1
6606,6971_04,Europa,True,C/225/P,55 Cancri e,17.0,False,0.0,0.0,0.0,0.0,0.0,Asteron Distured,True,6971,4,C,225,P,Asteron,Distured,6,0.0,1
6607,6971_05,Europa,False,C/225/P,55 Cancri e,28.0,False,0.0,4173.0,0.0,33.0,420.0,Schird Pretive,True,6971,5,C,225,P,Schird,Pretive,6,4626.0,0
6608,6971_06,Europa,False,C/225/P,55 Cancri e,28.0,False,0.0,160.0,0.0,1538.0,1426.0,Terfak Distured,False,6971,6,C,225,P,Terfak,Distured,6,3124.0,1
6612,6977_01,Earth,True,G/1137/S,PSO J318.5-22,20.0,False,0.0,0.0,0.0,0.0,0.0,Rankie Burker,True,6977,1,G,1137,S,Rankie,Burker,2,0.0,1
6613,6977_02,Earth,False,G/1137/S,TRAPPIST-1e,38.0,False,0.0,806.0,3.0,0.0,0.0,Jeret Burker,True,6977,2,G,1137,S,Jeret,Burker,2,809.0,1
6619,6984_01,Mars,False,F/1450/P,TRAPPIST-1e,26.0,False,1967.0,0.0,116.0,,0.0,Diedow Hake,False,6984,1,F,1450,P,Diedow,Hake,3,2083.0,1
6620,6984_02,Mars,True,F/1450/P,TRAPPIST-1e,54.0,False,0.0,0.0,0.0,0.0,0.0,Peefox Hake,True,6984,2,F,1450,P,Peefox,Hake,3,0.0,1
6621,6984_03,Mars,False,F/1450/P,TRAPPIST-1e,19.0,False,1962.0,0.0,1.0,641.0,0.0,Cupers Hake,False,6984,3,F,1450,P,Cupers,Hake,3,2604.0,1
6624,6988_01,Europa,False,C/226/P,TRAPPIST-1e,26.0,,554.0,1307.0,32.0,93.0,1553.0,Quarkib Obnoftle,False,6988,1,C,226,P,Quarkib,Obnoftle,2,3539.0,1
6625,6988_02,Europa,False,C/226/P,TRAPPIST-1e,28.0,False,0.0,4340.0,0.0,186.0,0.0,Azharga Obnoftle,True,6988,2,C,226,P,Azharga,Obnoftle,2,4526.0,1
6627,6991_01,Europa,False,B/233/P,55 Cancri e,38.0,False,0.0,692.0,0.0,3587.0,0.0,Kabiton Disivering,False,6991,1,B,233,P,Kabiton,Disivering,2,4279.0,1
6628,6991_02,Europa,True,B/233/P,TRAPPIST-1e,43.0,False,0.0,0.0,0.0,0.0,,Spurin Disivering,True,6991,2,B,233,P,Spurin,Disivering,2,0.0,1
6629,6992_01,,False,G/1131/P,,12.0,False,0.0,0.0,0.0,0.0,0.0,Walles Bakerrison,False,6992,1,G,1131,P,Walles,Bakerrison,3,0.0,1
6630,6992_02,Earth,True,G/1131/P,TRAPPIST-1e,25.0,,0.0,0.0,0.0,0.0,0.0,Lavey Bakerrison,False,6992,2,G,1131,P,Lavey,Bakerrison,3,0.0,1
6631,6992_03,Earth,True,G/1131/P,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,Murie Bakerrison,True,6992,3,G,1131,P,Murie,Bakerrison,3,0.0,1
6632,6994_01,Europa,True,B/267/S,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,Bellus Obeaded,True,6994,1,B,267,S,Bellus,Obeaded,2,0.0,0
6633,6994_02,Europa,False,B/267/S,TRAPPIST-1e,20.0,False,0.0,275.0,1690.0,580.0,5499.0,Alwaide Bagetvable,False,6994,2,B,267,S,Alwaide,Bagetvable,2,8044.0,0
6636,6997_01,Mars,False,D/220/P,TRAPPIST-1e,42.0,False,1058.0,0.0,0.0,0.0,0.0,Vulark Sfin,False,6997,1,D,220,P,Vulark,Sfin,2,1058.0,1
6637,6997_02,Mars,False,F/1453/P,TRAPPIST-1e,24.0,False,2261.0,0.0,95.0,10.0,0.0,Weet Sfin,False,6997,2,F,1453,P,Weet,Sfin,2,2366.0,1
6645,7007_01,Europa,False,E/450/P,TRAPPIST-1e,27.0,False,0.0,2897.0,659.0,485.0,11.0,Luxons Bradissive,True,7007,1,E,450,P,Luxons,Bradissive,2,4052.0,1
6646,7007_02,Europa,False,E/450/P,TRAPPIST-1e,,False,0.0,996.0,0.0,726.0,813.0,Fomam Bradissive,False,7007,2,E,450,P,Fomam,Bradissive,2,2535.0,1
6648,7010_01,Earth,False,G/1143/S,,16.0,False,418.0,195.0,100.0,88.0,90.0,Naomin Quinnerettt,False,7010,1,G,1143,S,Naomin,Quinnerettt,2,891.0,0
6649,7010_02,Earth,False,F/1340/S,TRAPPIST-1e,30.0,False,0.0,6.0,0.0,0.0,1435.0,,True,7010,2,F,1340,S,,,2,1441.0,0
6657,7019_01,Earth,False,F/1457/P,TRAPPIST-1e,31.0,False,0.0,0.0,717.0,0.0,0.0,Fayen Nasquez,False,7019,1,F,1457,P,Fayen,Nasquez,2,717.0,1
6658,7019_02,Earth,False,F/1457/P,TRAPPIST-1e,20.0,False,0.0,750.0,957.0,0.0,722.0,Kurta Nasquez,False,7019,2,F,1457,P,Kurta,Nasquez,2,2429.0,1
6661,7022_01,Europa,False,D/215/S,TRAPPIST-1e,35.0,False,0.0,5552.0,6.0,8.0,226.0,Wimps Bleling,True,7022,1,D,215,S,Wimps,Bleling,2,5792.0,1
6662,7022_02,Europa,False,D/215/S,TRAPPIST-1e,46.0,False,0.0,664.0,0.0,2.0,2177.0,Mesonon Bleling,False,7022,2,D,215,S,Mesonon,Bleling,2,2843.0,1
6666,7028_01,Earth,False,G/1148/S,55 Cancri e,5.0,False,0.0,0.0,0.0,0.0,0.0,Dandra Reyervaney,True,7028,1,G,1148,S,Dandra,Reyervaney,2,0.0,1
6667,7028_02,Earth,True,G/1148/S,TRAPPIST-1e,16.0,False,0.0,,0.0,0.0,0.0,Eduard Reyervaney,True,7028,2,G,1148,S,Eduard,Reyervaney,2,0.0,1
6668,7029_01,Earth,False,F/1458/P,TRAPPIST-1e,20.0,False,0.0,0.0,2330.0,120.0,0.0,Eriney Cardsay,True,7029,1,F,1458,P,Eriney,Cardsay,2,2450.0,1
6669,7029_02,Earth,True,F/1458/P,PSO J318.5-22,49.0,False,0.0,0.0,0.0,0.0,0.0,Tine Cardsay,False,7029,2,F,1458,P,Tine,Cardsay,2,0.0,1
6697,7069_01,Earth,False,E/472/S,TRAPPIST-1e,22.0,False,0.0,125.0,0.0,663.0,0.0,,False,7069,1,E,472,S,,,3,788.0,0
6698,7069_02,Earth,True,G/1159/S,55 Cancri e,,False,0.0,0.0,0.0,0.0,0.0,Essara Kellynn,False,7069,2,G,1159,S,Essara,Kellynn,3,0.0,0
6699,7069_03,Earth,False,G/1159/S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Ericky Waltonnedy,True,7069,3,G,1159,S,Ericky,Waltonnedy,3,0.0,0
6703,7074_01,Earth,True,G/1162/S,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,Leria Denashipson,True,7074,1,G,1162,S,Leria,Denashipson,2,0.0,1
6704,7074_02,Earth,False,F/1352/S,TRAPPIST-1e,24.0,False,0.0,,3.0,797.0,5.0,Tyrony Denashipson,False,7074,2,F,1352,S,Tyrony,Denashipson,2,805.0,1
6710,7083_01,Europa,True,C/259/S,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,Betenar Pirejus,True,7083,1,C,259,S,Betenar,Pirejus,2,0.0,1
6711,7083_02,Europa,,C/259/S,55 Cancri e,57.0,False,0.0,0.0,0.0,0.0,0.0,Minoton Pirejus,True,7083,2,C,259,S,Minoton,Pirejus,2,0.0,1
6713,7085_01,Mars,False,F/1466/P,TRAPPIST-1e,62.0,False,453.0,1.0,1911.0,0.0,0.0,Stech Pread,False,7085,1,F,1466,P,Stech,Pread,3,2365.0,1
6714,7085_02,Mars,True,F/1466/P,55 Cancri e,2.0,False,0.0,0.0,0.0,0.0,0.0,Kokrus Pread,True,7085,2,F,1466,P,Kokrus,Pread,3,0.0,1
6715,7085_03,Mars,True,F/1466/P,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,Latsts Purle,True,7085,3,F,1466,P,Latsts,Purle,3,0.0,0
6726,7096_01,Europa,True,C/260/S,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,Nunkib Tashal,True,7096,1,C,260,S,Nunkib,Tashal,3,0.0,1
6727,7096_02,Europa,False,C/260/S,TRAPPIST-1e,27.0,False,0.0,14.0,0.0,0.0,2325.0,Tauria Tashal,False,7096,2,C,260,S,Tauria,Tashal,3,2339.0,1
6728,7096_03,Europa,True,C/260/S,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,Aspica Tashal,True,7096,3,C,260,S,Aspica,Tashal,3,0.0,1
6729,7097_01,Europa,False,A/75/P,55 Cancri e,27.0,False,0.0,44.0,4761.0,5.0,41.0,Altanin Dedometeel,True,7097,1,A,75,P,Altanin,Dedometeel,4,4851.0,1
6730,7097_02,Europa,False,A/75/P,TRAPPIST-1e,14.0,False,0.0,3124.0,40.0,219.0,189.0,Kumark Dedometeel,False,7097,2,A,75,P,Kumark,Dedometeel,4,3572.0,1
6731,7097_03,Europa,False,A/75/P,TRAPPIST-1e,32.0,True,527.0,1863.0,0.0,417.0,2905.0,Giedia Dedometeel,False,7097,3,A,75,P,Giedia,Dedometeel,4,5712.0,1
6732,7097_04,Europa,False,A/75/P,55 Cancri e,33.0,True,0.0,16.0,12.0,2349.0,12.0,Sulah Poilsive,False,7097,4,A,75,P,Sulah,Poilsive,4,2389.0,0
6735,7104_01,,False,C/228/P,TRAPPIST-1e,57.0,False,906.0,22.0,0.0,8293.0,391.0,Taurah Regmansidy,False,7104,1,C,228,P,Taurah,Regmansidy,2,9612.0,1
6736,7104_02,Europa,False,C/228/P,TRAPPIST-1e,42.0,,159.0,4387.0,2.0,3.0,485.0,Alatrix Regmansidy,True,7104,2,C,228,P,Alatrix,Regmansidy,2,5036.0,1
6742,7113_01,Earth,False,F/1361/S,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,757.0,Kris Simstravery,False,7113,1,F,1361,S,Kris,Simstravery,2,757.0,1
6743,7113_02,Earth,False,F/1361/S,55 Cancri e,23.0,False,9.0,1.0,0.0,492.0,109.0,Ivanne Simstravery,True,7113,2,F,1361,S,Ivanne,Simstravery,2,611.0,1
6750,7121_01,Europa,True,B/269/S,55 Cancri e,23.0,False,0.0,0.0,0.0,0.0,0.0,Alkurak Dressink,True,7121,1,B,269,S,Alkurak,Dressink,2,0.0,1
6751,7121_02,Europa,True,B/269/S,55 Cancri e,22.0,False,0.0,0.0,0.0,0.0,0.0,Pulchib Dressink,True,7121,2,B,269,S,Pulchib,Dressink,2,0.0,1
6753,7127_01,Europa,False,B/237/P,TRAPPIST-1e,,False,0.0,4155.0,0.0,1368.0,42.0,Dira Belstrut,False,7127,1,B,237,P,Dira,Belstrut,2,5565.0,1
6754,7127_02,Europa,True,B/237/P,TRAPPIST-1e,31.0,False,0.0,0.0,,0.0,0.0,Okulk Belstrut,True,7127,2,B,237,P,Okulk,Belstrut,2,0.0,1
6755,7128_01,Europa,False,B/238/P,55 Cancri e,37.0,False,1.0,4462.0,1.0,9206.0,3.0,Mirara Catimod,False,7128,1,B,238,P,Mirara,Catimod,3,13673.0,0
6756,7128_02,Europa,False,B/238/P,55 Cancri e,44.0,False,0.0,4322.0,3.0,153.0,52.0,Raston Dightent,True,7128,2,B,238,P,Raston,Dightent,3,4530.0,1
6757,7128_03,Europa,False,B/238/P,55 Cancri e,34.0,False,0.0,2612.0,1.0,131.0,2714.0,Polah Dightent,False,7128,3,B,238,P,Polah,Dightent,3,5458.0,1
6763,7142_01,Mars,False,E/474/S,TRAPPIST-1e,22.0,False,0.0,0.0,1128.0,0.0,45.0,Muew Pre,False,7142,1,E,474,S,Muew,Pre,3,1173.0,1
6764,7142_02,Mars,False,E/474/S,TRAPPIST-1e,10.0,False,0.0,0.0,0.0,0.0,0.0,Gibil Pre,True,7142,2,E,474,S,Gibil,Pre,3,0.0,1
6765,7142_03,Mars,True,E/474/S,TRAPPIST-1e,,False,0.0,0.0,0.0,0.0,0.0,Peefox Pre,False,7142,3,E,474,S,Peefox,Pre,3,0.0,1
6771,7152_01,Earth,False,G/1167/S,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,Diandi Domington,True,7152,1,G,1167,S,Diandi,Domington,2,0.0,1
6772,7152_02,Earth,True,G/1167/S,PSO J318.5-22,49.0,False,0.0,0.0,0.0,0.0,0.0,Royce Domington,True,7152,2,G,1167,S,Royce,Domington,2,0.0,1
6774,7156_01,Mars,False,E/475/S,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,Lig Ramad,True,7156,1,E,475,S,Lig,Ramad,4,0.0,1
6775,7156_02,Mars,False,E/475/S,TRAPPIST-1e,,False,0.0,0.0,0.0,0.0,0.0,Repart Ramad,True,7156,2,E,475,S,Repart,Ramad,4,0.0,1
6776,7156_03,Mars,True,E/475/S,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,Pigars Ramad,True,7156,3,E,475,S,Pigars,Ramad,4,0.0,1
6777,7156_04,Mars,False,E/475/S,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,Mele Ramad,True,7156,4,E,475,S,Mele,Ramad,4,0.0,1
